variable,dataset,usable,type,encoding_method,n_unique,n_missing,n_total,sample_values,notes
MCQ260GB,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260GC,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260GD,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260GE,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260GF,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260GG,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260GH,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ260GI,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ265,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ267E,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ268A,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ268B,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ268C,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ268D,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ270,questionnaire,TRUE,numeric,none,3,2,20000,"2, 1, 9",NA
MCQ280,questionnaire,TRUE,numeric,none,82,19211,20000,"78, 80, 26, 75, 82",NA
MCQ290,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ300A,questionnaire,TRUE,numeric,none,3,4,20000,"2, 1, 9",NA
MCQ300B,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ300C,questionnaire,TRUE,numeric,none,3,3,20000,"1, 2, 9",NA
MCQ310,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ320,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ340,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ350,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ366A,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ366B,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ366C,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ366D,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ371A,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ371B,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ371C,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ371D,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ380,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ510A,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ510B,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ510C,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ510D,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ510E,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ510F,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ520,questionnaire,TRUE,numeric,none,3,2712,20000,"2, 1, 9",NA
MCQ530,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MCQ540,questionnaire,TRUE,numeric,none,3,16620,20000,"2, 1, 9",NA
MCQ550,questionnaire,TRUE,numeric,none,3,184,20000,"2, 1, 9",NA
MCQ560,questionnaire,TRUE,numeric,none,3,58,20000,"2, 1, 9",NA
MCQ570,questionnaire,TRUE,numeric,none,76,18590,20000,"48, 60, 50, 71, 27",NA
MYPC19,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MYPC20,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MYPC21,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MYPC22,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MYPC23S,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MYPC27R,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MYPC28,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
MYPC7S,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
OSQ230,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAAQUEX,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAD020,questionnaire,TRUE,numeric,none,2,21,20000,"2, 1",NA
PAD120,questionnaire,TRUE,numeric,none,28,12112,20000,"30, 4, 12, 1, 2",NA
PAD160,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAD200,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAD320,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAD440,questionnaire,TRUE,numeric,none,2,20,20000,"1, 2",NA
PAD460,questionnaire,TRUE,numeric,none,30,17888,20000,"13, 4, 61, 17, 9",NA
PAD480,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAD570,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAD615,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAD630,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAD645,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAD660,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAD675,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAD680,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAD733,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ050Q,questionnaire,TRUE,numeric,none,30,16690,20000,"4, 30, 6, 10, 13",NA
PAQ050U,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ100,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ180,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ500,questionnaire,TRUE,numeric,none,4,20,20000,"3, 2, 1, 9",NA
PAQ520,questionnaire,TRUE,numeric,none,4,23,20000,"1, 2, 3, 9",NA
PAQ540,questionnaire,TRUE,numeric,none,4,5043,20000,"2, 3, 1, 9",NA
PAQ560,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ580,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ605,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ610,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ620,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ625,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ635,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ640,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ650,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ655,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ665,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ670,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ677,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ678,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ679,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ706,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ710,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ715,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ722,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ724A,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ724AA,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ724AB,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ724AC,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ724AD,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ724AE,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ724AF,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ724B,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ724C,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ724CM,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ724D,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ724E,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ724F,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ724G,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ724H,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ724I,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ724J,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ724K,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ724L,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ724M,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ724N,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ724O,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ724P,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ724Q,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ724R,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ724S,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ724T,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ724U,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ724V,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ724W,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ724X,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ724Y,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ724Z,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ731,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ740,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ742,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ744,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ746,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ748,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ750,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ755,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ759A,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ759B,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ759C,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ759D,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ759E,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ759F,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ759G,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ759H,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ759I,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ759J,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ759K,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ759L,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ759M,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ759N,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ759O,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ759P,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ759Q,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ759R,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ759S,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ759T,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ759U,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ759V,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ762,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ764,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ766,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ770,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ772A,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ772B,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
PAQ772C,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHD018,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHD043,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHD080,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHD120,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHD143,questionnaire,TRUE,numeric,none,3,15673,20000,"2, 1, 9",NA
RHD152,questionnaire,TRUE,numeric,none,10,19721,20000,"4, 5, 6, 3, 2",NA
RHD173,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHD180,questionnaire,TRUE,numeric,none,32,12961,20000,"25, 19, 27, 20, 22",NA
RHD190,questionnaire,TRUE,numeric,none,33,12963,20000,"27, 23, 29, 40, 28",NA
RHD230,questionnaire,TRUE,numeric,none,18,16097,20000,"1, 3, 6, 2, 4",NA
RHD270,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHD280,questionnaire,TRUE,numeric,none,3,15796,20000,"1, 2, 9",NA
RHD350,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHD442,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHD451,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHD470,questionnaire,TRUE,numeric,none,73,18643,20000,"137, 146, 113, 158, 144",NA
RHQ010,questionnaire,TRUE,numeric,none,15,10912,20000,"13, 11, 12, 9, 10",NA
RHQ020,questionnaire,TRUE,numeric,none,5,19829,20000,"3, 4, 2, 9, 1",NA
RHQ030,questionnaire,TRUE,numeric,none,3,10904,20000,"1, 2, 9",NA
RHQ031,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ051,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ060,questionnaire,TRUE,numeric,none,43,16069,20000,"42, 48, 51, 999, 45",NA
RHQ070,questionnaire,TRUE,numeric,none,7,19671,20000,"99, 4, 3, 5, 2",NA
RHQ074,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ076,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ078,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ090,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ100,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ110,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ131,questionnaire,TRUE,numeric,none,3,10905,20000,"2, 1, 9",NA
RHQ160,questionnaire,TRUE,numeric,none,12,12458,20000,"2, 1, 3, 7, 4",NA
RHQ162,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ163,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ166,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ169,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ171,questionnaire,TRUE,numeric,none,13,12458,20000,"2, 0, 7, 3, 6",NA
RHQ172,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ197,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ200,questionnaire,TRUE,numeric,none,3,15882,20000,"2, 1, 9",NA
RHQ205,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ210,questionnaire,TRUE,numeric,none,3,12963,20000,"2, 1, 9",NA
RHQ240A,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ240B,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ240C,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ240D,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ240E,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ240F,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ250,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ260,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ291,questionnaire,TRUE,numeric,none,43,18229,20000,"42, 48, 36, 53, 37",NA
RHQ300,questionnaire,TRUE,numeric,none,3,10911,20000,"2, 1, 9",NA
RHQ305,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ310,questionnaire,TRUE,numeric,none,3,18817,20000,"1, 2, 9",NA
RHQ320,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ330,questionnaire,TRUE,numeric,none,64,18816,20000,"36, 53, 17, 37, 43",NA
RHQ332,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ340,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ360,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ370,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ380,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ390,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ395,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ420,questionnaire,TRUE,numeric,none,3,10911,20000,"1, 2, 9",NA
RHQ430,questionnaire,TRUE,numeric,none,44,15236,20000,"21, 22, 19, 15, 23",NA
RHQ460Q,questionnaire,TRUE,numeric,none,62,15239,20000,"132, 156, 84, 24, 6",NA
RHQ460U,questionnaire,TRUE,numeric,none,1,15239,20000,1,NA
RHQ510,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ520,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ540,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ542A,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ542B,questionnaire,TRUE,numeric,none,1,19875,20000,11,NA
RHQ542C,questionnaire,TRUE,numeric,none,1,19651,20000,12,NA
RHQ542D,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ550,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ551A,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ551B,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ551C,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ551D,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ551E,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ551F,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ551G,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ554,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ556,questionnaire,TRUE,numeric,none,68,18783,20000,"56, 48, 60, 65, 43",NA
RHQ558,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ560Q,questionnaire,TRUE,numeric,none,40,18784,20000,"66, 1, 3, 4, 6",NA
RHQ560U,questionnaire,TRUE,numeric,none,1,18784,20000,2,NA
RHQ562,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ564,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ566,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ568Q,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ568U,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ570,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ572,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ574,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ576Q,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ576U,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ580,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ582,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ584,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ586Q,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ586U,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ596,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ598,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ600,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ602Q,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ602U,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ700,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ710A,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ710B,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ710C,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ710D,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ710E,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ710F,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ710G,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ720,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ730,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ740,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ750A,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ750B,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
RHQ750C,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
VNRHQ51,questionnaire,TRUE,numeric,none,3,14849,20000,"2, 3, 1",NA
WHQ030E,questionnaire,FALSE,NA,NA,NA,20000,20000,NA,All values missing
SEQN_new,response,FALSE,NA,NA,20000,0,20000,NA,ID variable - exclude
SDDSRVYR,response,TRUE,numeric,none,1,0,20000,-1,NA
LBDSATLC,response,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXSATSI,response,TRUE,numeric,none,216,7262,20000,"11, 10.5, 15.5, 11.5, 7.5",NA
LBXSATSI1,response,TRUE,numeric,none,149,7336,20000,"13, 14, 11, 12, 9",NA
LBXSATSI2,response,TRUE,numeric,none,97,17850,20000,"9, 7, 18, 11, 6",NA
LBDSALSI,response,TRUE,numeric,none,66,7262,20000,"39.5, 38, 41.5, 41, 46.5",NA
LBDSALSI1,response,TRUE,numeric,none,40,7336,20000,"40, 37, 43, 41, 44",NA
LBDSALSI2,response,TRUE,numeric,none,28,17850,20000,"39, 40, 49, 52, 46",NA
LBXSAL,response,TRUE,numeric,none,80,7262,20000,"3.95, 3.8, 4.15, 4.1, 4.65",NA
LBXSAL1,response,TRUE,numeric,none,40,7336,20000,"4, 3.7, 4.3, 4.1, 4.4",NA
LBXSAL2,response,TRUE,numeric,none,28,17850,20000,"3.9, 4, 4.9, 5.2, 4.6",NA
URXUMA,response,TRUE,numeric,none,1179,4730,20000,"2.15, 0.4, 100.5, 9.1, 4.45",NA
URXUMA1,response,TRUE,numeric,none,823,4745,20000,"1.6, 0.4, 41, 6.2, 5.4",NA
URXUMA2,response,TRUE,numeric,none,374,18356,20000,"2.7, 160, 12, 3.5, 1",NA
URXUMS,response,FALSE,NA,NA,NA,20000,20000,NA,All values missing
LBXSAPSI,response,TRUE,numeric,none,604,7264,20000,"57.5, 69, 210, 469, 81",NA
LBXSAPSI1,response,TRUE,numeric,none,455,7338,20000,"59, 69, 217, 469, 87",NA
LBXSAPSI2,response,TRUE,numeric,none,230,17850,20000,"56, 69, 203, 75, 42",NA
L1P,response,TRUE,numeric,none,423,14476,20000,"0, 0.14, 0.2, 0.05, 0.27",NA
RFP,response,TRUE,numeric,none,21,16287,20000,"0, 320, 120, 80, 40",NA
